genre,definition
chicago hardcore,Chicago developed hardcore punk scene early Chicago Hardcore characterized hardcore punk rock familiar sounds New Los Angeles Chicago Hardcore characterized fast punk angry protest melodic In Chicago hardcore sound considered pioneering sounds creation Big Effigies popular emerging hardcore These acts seen important development fusing hardcore sound influences late early British scene In Chicago hardcore groups Arma The Killing Tree Extinction began merging genre elements heavy metal touring groups Baxter continued earlier Rise Against Transistor members Arma Yellow Road Fingers pursuing melodic Fall Out Boy formed members Chicago hardcore groups Arma Yellow Road Priest wishing pursue radio friendly Around Racetraitor Killtheslavemaster Out Boy drummer Andy members Angels Plagues Vegan formed Project similar departure accessible recent scene wave hardcore bands come national international No Weekend Nachos hail Way signed Deathwish toured Suburban Weekend powerviolence signed Relapse
dc hardcore,
denver rap,
early american folk,
jug band,A jug band band employing jug player mix conventional homemade These homemade instruments ordinary objects adapted modified making like washtub comb tissue The term jug band loosely referring ensembles incorporate homemade instruments accurately called skiffle spasm juke bands juke include jug
north carolina emo,
southern soul blues,
string band,A string band music jazz ensemble mainly solely string String bands popular forerunners modern country music While active Philadelphia surrounding suburbs huge musical culture yearly Mummers
wyoming roots,
atlanta punk,
brooklyn drill,Brooklyn drill regional subgenre drill centered New began derivative drill music scene Chicago later derivative UK drill percussion sliding notes producers UK drill Brooklyn drill emerged single rapper Bobby Other early pioneers rappers Rowdy Bam Money Dah Dah Curly It popular mainstream late Pop With success mixtapes Meet Woo Meet Woo Pop Smoke introduced Brooklyn drill mainstream music Other notable Brooklyn drill artists include Fivio Sheff Sleepy Dusty
plugg,Plugg spelled subgenre trap stems production style later polished expanded beatmakers Beatpluggz mainly StoopidXool PoloBoyShawty online distribution platform mainline defined bombastic production rattling drum plugg said described having overall lush jazzy harmonies relaxed drum programming thick Instead mainline plugg drumming mainly employs beat crash cymbals punctuated accent snares As described plugg best intended heard way trance isolated plugg ranges instrumental beats songs rapping mellow Rapping range aggressive relaxed
trap queen,
lincoln ne indie,
maga rap,
new england americana,
boston metal,
okc indie,
southern americana,
bluegrass fiddle,Bluegrass fiddling distinctive style American fiddle playing characterized bluesy sophisticated use bowing
comedy,Comedy music musical comedy genre music comic humorous Its history traced century ancient Greece moving forward time Medieval Classical Romantic Artists century include Allan Frank Tiny Barenaked Randy Artists century include Tenacious Flight The Lonely Ninja Sex Party The Axis music associated subversive messages This informative nature comedy music contributes improvement learning inside outside Forms entertainment like musical theatre incorporate comedy music create comic effects Composers developed principal compositional including use comic musical unexpected juxtapositions syntactical elements Comedy music categorized parody novelty comedy comedy hip Awards dedicated comedy music include Grammy Award Best Comedy Golden Globe Award Best Motion Picture Musical Musical Comedy
urban contemporary,Urban contemporary known urban hip urban simply music radio The term coined New York radio DJ Frankie Crocker early synonym Black Urban contemporary radio stations feature playlist entirely Black genres quiet urban adult hip Latin music Latin Chicano Chicano Caribbean music reggae Urban contemporary developed characteristics genres urban music largely US virtually urban contemporary formatted radio stations United States located cities sizeable New York New Los Hartford contemporary music includes contemporary elements incorporate production elements found urban urban urban
chicago pop punk,
contemporary post-bop,
idol,Idol Idols refer
kansas hip hop,
american shoegaze,
cool jazz,Cool jazz style modern jazz music arose United States World War It characterized relaxed tempos lighter contrast fast complex bebop Cool jazz employs formal arrangements incorporates elements classical genre refers number jazz styles employing subdued approach found contemporaneous jazz As Paul Maurice David Megill tonal sonorities conservative players compared pastel solos Gillespie followers compared fiery red term cool started applied music Capitol Records released album Classics Cool Mark writing All Music Guide identifies overlapping cool variants including Miles Davis recordings constitute Birth complete works Modern Jazz output Gerry especially work Chet Baker Bob music Stan sidemen late works George Shearing Stan output modern players eschewed bebop favor advanced including Lennie Lee Warne Dave Brubeck Paul performers Jimmy Giuffre Dave Pell influenced Count Basie Lester previous categories active California developing came known West Coast music subdued effect Teddy Chico John colleagues
traditional bluegrass,Traditional emphasizes traditional elements bluegrass stands contrast progressive Traditional bluegrass musicians play folk tunes simple traditional chord acoustic instruments type played bluegrass pioneer Bill Monroe Blue Grass Boys band late Traditional bands use instruments slightly different example multiple guitars fiddles traditional bluegrass guitar rarely takes instead acting rhythm notable exception Melodies lyrics tend key G chord pattern Although traditional bluegrass performers use electrically amplified forms popular common practice acoustic instruments stage performances larger mandolin playing style Kenny fiddling set standard traditional bluegrass musicians Earl Scruggs recognized developer bluegrass finger style banjo ideological divisions traditional bluegrass These divisions center longstanding debate constitutes A traditional bluegrass musicians consider progressive bluegrass truly going far suggest bluegrass styled directly Bill stylistic divergences traditional bluegrass generally center generation bands contemporary musicians drawn Examples include bands sing Stanley Brothers Roy Lee Larry Sammy The Fields The Wilson The Gillis Brothers local bands Other bands followed Lester Willis Curley Seckler Karl Mac style Bluegrass engendered Hylo Brown Sid The Osborne Brothers followers Larry Stephenson Frank Blue Maggie Hud Hadley strongly influenced Jimmy
western swing,Western swing music subgenre American country music originated late West South Western string It dance attracted huge crowds dance halls clubs Oklahoma California federal nightclub tax contributed movement outgrowth The music amalgamation Dixieland blues blended played hot string band augmented pianos steel The electrically amplified stringed especially steel music distinctive Later incarnations included overtones swing differs ways music played nationally popular big swing bands In Western fully orchestrated instruments followed popular horn bands tended arrange score Western bands improvised soloists groups peak Western popularity included The Light Crust Bob Wills Texas Milton Brown His Musical Spade Cooley His Orchestra Hank Thompson And His Brazos Valley Contemporary groups include Commander Cody His Lost Planet Asleep Big Sandy His Boys Hot Club country singer Merle swing group talented country unschooled playing music beating solid rhythm harmonies buzz When escapes musical Western
boom bap,Boom bap subgenre music production style prominent East Coast golden age hip hop late early term onomatopoeia represents sounds bass drum snare The style usually recognized main drum loop uses acoustic bass drum sample snappy acoustic snare drum sample audio mix emphasizing drum combination hip hop artists incorporated music include Craig LL Cool Gang Mobb Rugged Boot Camp A Tribe Called Quest The Notorious producers include DJ Easy Mo Large Pete Marley J Statik The Black Apollo Da Lord Diamond
christian trap,
emo,Emo rock music genre characterized confessional It emerged style hardcore punk Washington hardcore punk known emotional hardcore emocore pioneered bands Rites Spring In emo adopted reinvented alternative indie rock punk rock bands Sunny Day Real Jimmy Eat By bands Promise Get Up Kids emerged burgeoning Midwest emo independent record labels began specialize aggressive style emo screamed pioneered San Diego bands Heroin Antioch Screamo achieved mainstream success bands like Hawthorne Story seen emo signifies specific relationship fans artists certain aspects culture Emo fashion associated skinny black tight band studded hair long Since early mid fans emo music dress like referred known listening bands like My Chemical Fall Out Hawthorne The The emo subculture stereotypically associated social introversion Purported links combined rise popularity early inspired backlash bands My Chemical Romance Disco rejecting emo label social stigma controversy surrounding subgenre emo pop entered mainstream culture early success Jimmy Eat World Dashboard Confessional artists signed major record Bands My Chemical Fall Out Boy Red Jumpsuit Apparatus continued popularity rest By early popularity groups changing sound mainly underground emo revival bands The World Is Beautiful Place I Am No Longer Afraid Die Modern drawing sound aesthetic During late fusion genre called emo rap emo famous artists including Lil XXXTentacion Juice
progressive post-hardcore,punk rock music genre maintains aggression intensity hardcore punk emphasizes greater degree creative It initially inspired noise Like term applied broad constellation began bands like Hüsker Dü The genre expanded releases bands cities established hardcore Fugazi groups Big Black Jawbox stuck closer noise rock In achieved mainstream success popularity bands like My Chemical Dance Gavin Hawthorne The At Senses In bands like Sleeping Sirens Pierce Veil achieved mainstream bands like Title Fight La Dispute experienced underground
wyoming indie,
atlanta bass,
st louis rap,
virginia indie,
native american spiritual,
chicago indie,
christian punk,Christian punk form Christian music subgenre punk rock contain Christian lyrical Much disagreement persists boundaries extent lyrics explicitly Christian varies For The Crucified explicitly rejected classification staying Christian music nature punk hardcore bands rejected Christian CCM music Christian punk deemed novel authenticity differently organized orientated secular punk hand Evangelical youth culture CCM Some bands generally avoid specific mention God likewise bands specifically reject CCM label express disdain niche music For Ninety Pound Wuss vocalist Jeff Suffering said breakup band wanted continue playing music noted purely record Christian punk dwarfs religious contributions Certain individual Christian punk bands outsold entire market religious punk
colorado hardcore,
israelite hip hop,
new jersey indie,
soul flow,
christian hip hop,Christian hip hop gospel known Christian gospel hip hop holy hip subgenre contemporary Christian music hip hop It emerged urban contemporary music Christian media United States hip hop music emerged record track entitled Christ Gospel New York artist The Christian hip hop Bible Oklahoma artist Stephen released title track hit Christian radio Other early Christian hip recording artists included recorded funky rock JC Boys Michael During rapper rose prominence rock band DC Talk blended successful mainstream Christian All band members successful independent Michael Tait Kevin Max Smith Christian TobyMac Christian rapper label Along KB Emcee emerged recently mainstream rap scene American popular music figure Kanye Outside United Christian rap scenes Mexico Latino rappers major success expanding appeal Christian hip hop Christian EDM general hip hop broader popular
sacred steel,
western mass indie,
bay area hip hop,
oc rap,
reggae rock,Reggae rock subgenre reggae fusion rock music primarily uses genres Typical lyrics reggae rock songs incorporate personal life challenges incorporating music beat elements The term categorize bands like Men Sublime Slightly Dirty heavier bands Fishbone Bad earliest examples genre songs English rock band Led Zeppelin Paul McCartney term describe bands combine reggae rock heavy Dub Shinobi Twelve Foot Reggae rock found rise popularity Long band The genre lately found boost popularity song Me Dirty Heads featuring Rome Ramirez Sublime peaked number US Billboard Alternative Songs Rock Songs reggae rock rising genre included inaugural California Roots Music Arts Festival
study beats,
comedy rock,Comedy rock rock music comedic Oftentimes mixed satire
soul,Soul music referred simply popular music genre originated African American community United States late early It roots gospel rhythm Soul music popular dancing record labels Atlantic Stax influential Civil Rights Soul popular directly influencing rock music music It resurgence artists like Erykah Badu genre Rock Roll Hall soul arose black experience America transmutation gospel rhythm blues form secular Catchy stressed handclaps extemporaneous body important feature soul Other characteristics response lead vocalist chorus especially tense vocal The style occasionally uses improvisational twirls auxiliary Soul music reflects identity stresses importance The consciousness led new styles boasted pride music dominated chart recordings crossed pop charts By soul music genre begun Some soul artists developed funk singers groups developed cases politically conscious By early soul music influenced psychedelic progressive leading psychedelic progressive The United States saw development neo soul There subgenres offshoots soul key subgenres soul include Motown rhythmic deep soul southern energetic soul styles combining southern gospel music Memphis sultry New Orleans came rhythm blues Chicago lighter Philadelphia lush orchestral sound psychedelic blend psychedelic rock soul
christian deathcore,
flint hip hop,
kids hip hop,
school ensemble,
christian hard rock,
deep comedy,
epunk,
new orleans funk,
southern rock,Southern rock subgenre rock music genre It developed Southern United States rock country blues focused generally electric guitars Author Scott Bomar speculates term coined Mo writing underground The Great Speckled review Allman Brothers Band
spirituals,Spirituals known Negro African American Black spiritual genre Christian music associated Black merged African cultural heritage experiences held bondage transatlantic slave trade centuries domestic slave Spirituals encompass work plantation songs evolved blues gospel songs In nineteenth word referred subcategories folk While rooted biblical described extreme hardships endured African Americans enslaved century emancipation altering mainly nature slavery Many new derivative music genres emerged spirituals end US Civil War spirituals originally oral tradition passed slave generation Biblical stories memorized translated Following lyrics spirituals published printed Ensembles Fisk Jubilee bringing major recording studios recording white musicians performing spirituals That changed Mamie commercial success Starting commercial recording industry increased audience spirituals Harry Burleigh Nathaniel created repertoire concert applying Western classical education While spirituals created community people time known music United
a cappella,A cappella Italian style music performance singer singing group instrumental piece intended performed The term cappella originally intended differentiate Renaissance polyphony Baroque concertato musical In renewed interest Renaissance coupled ignorance fact vocal parts doubled led term coming mean unaccompanied vocal The term synonym alla
chicano rap,Chicano rap subgenre hip hop embodies aspects Southwest Mexican American Chicano It typically performed rappers musicians Mexican
la pop,
miami metal,
cowboy western,
jamtronica,A jam band musical group concerts live characterized lengthy improvisational These include extended musical improvisation rhythmic grooves chord long sets music cross genre Most jam band sets consist variations songs released studio Jam bands known having fluid having song lead musical spawned psychedelic rock movement feature nationally famed groups Grateful Dead The Allman Brothers regular touring schedules continued The style influenced new wave jam bands toured United States jam concerts late early Blues Widespread Dave Matthews The String Cheese Bruce Hampton Aquarium Rescue The movement gained mainstream exposure US early rise Phish Dave Matthews Band major touring acts dissolution Grateful Dead following Jerry death artists perform wide variety While Grateful Dead categorized term applied acts incorporated genres country contemporary folk progressive world jazz Southern alternative acid folk rock electronic music Although term describe improvisational retains affinity fan cultures Grateful Dead feature scene fan recording live While mainstream music industry views fan taping jam bands allow fans tapes recordings live Fans trade recordings collect recordings different live improvisational jam bands play songs differently
kentucky indie,
christian metalcore,Christian known white Jesus metal heavenly heavy metal music distinguished Christian themed song lyrics dedication band members Christian metal typically performed professed principally Christians produced distributed Christian metal bands exist subgenres heavy metal common link Christian metal bands The Christian themes melded subjects genre band rooted regularly providing Christian subject It argued marginal transnational Christian metal subculture provides core members alternative religious expression Christian music serves purpose offering positive message lyrical This necessarily direct connection reference Christian faith metal emerged late means evangelization wider heavy metal music scene pioneered American Resurrection Band Swedish Canadian Daniel Los Stryper achieved wide success In mid late extreme metal genres popularized bands Vengeance Believer Another Christian metal band successful American band To Hell sold million early Australian death metal band Mortification rose prominence underground metal At turn nu metal band achieved mainstream commercial success rivaling The metalcore groups Demon As I Lay Dying Norma Jean Holy Revolver brought mainstream attention movement decade achieving ranks Billboard Between Christian metal band Skillet albums receiving Grammy albums certified platinum double singles certified platinum
memphis soul,Memphis known Memphis prominent strain Southern It sultry style produced Stax Records Hi Records featuring melodic unison horn driving beat songs style performed vocalists backed house bands Hi Goldwax Memphis soul sound different Motown sound Detroit lighter sound Chicago After rise disco late Memphis soul declined The Stax Museum American Soul Music dedicated preserving Memphis
military cadence,In United States armed military cadence cadence traditional work song sung military personnel running In United cadences called jody calls recurring character figures traditional Jody refers man cheats instruments counterparts oral military folklore military As sort work military cadences rhythms work sea Many cadences response structure soldier initiates remaining soldiers complete instilling teamwork camaraderie The cadence calls beat rhythm normal speed march This serves purpose keeping soldiers moving step unit maintaining correct beat psychological effects cadences produce significant physiological Singing cadence running marching helps soldiers heads deeper breaths exhale This increases oxygen lungs gives body This turn makes unit healthier better word applied work songs earlier meant number steps marcher runner took The cadence set drummer sergeant discipline extremely keeping cadence directly affected travel speed There drill particular cadence count complex sequence loading firing In Revolutionary Baron von Steuben notably imported European battlefield techniques greatly
underground hip hop,Underground commonly known indie underground umbrella term hip hop music outside general commercial It typically associated independent signed independent labels label Underground hip hop characterized socially unifying universal theme AllMusic suggests sonic refers community fans support independent Music scenes strong ties underground hip hop include alternative hip hop conscious hip Many artists considered today previously broken Billboard
wisconsin indie,
contemporary country,
new comedy,Ancient Greek comedy final principal dramatic forms theatre classical Greece tragedy satyr Athenian comedy conventionally divided Old Middle New Old Comedy survives today largely form surviving plays Middle Comedy largely preserved relatively short fragments authors Athenaeus New Comedy known primarily substantial papyrus fragments philosopher Aristotle wrote Poetics comedy representation laughable people involves kind blunder ugliness cause pain Trypanis wrote comedy great species poetry Greece gave
new york drill,
viral rap,
big band,A big band jazz orchestra type musical ensemble jazz music usually consists musicians rhythm Big bands originated early dominated jazz early swing The term describe genre style music played big bands started accompaniment In contrast typical jazz emphasis big bands relied written compositions They gave greater role sections instruments
diy emo,
geek rock,Geek rock known nerd rock dork musical subgenre derived pop rock alternative rock nerd music It sister genre rock subgenre Nintendocore related branches nerd music hip nerdcore contemporary Geek rock characterised standard instruments rock music combined electronic unusual references geek culture element Specific subgenres geek rock range related elements geek Harry wizard related elements rock punk rock variant called nerd
post-hardcore,punk rock music genre maintains aggression intensity hardcore punk emphasizes greater degree creative It initially inspired noise Like term applied broad constellation began bands like Hüsker Dü The genre expanded releases bands cities established hardcore Fugazi groups Big Black Jawbox stuck closer noise rock In achieved mainstream success popularity bands like My Chemical Dance Gavin Hawthorne The At Senses In bands like Sleeping Sirens Pierce Veil achieved mainstream bands like Title Fight La Dispute experienced underground
banjo,Banjo music genre music consists primarily Banjo music played played Banjo music played types banjos
jazz funk,subgenre jazz music characterized strong beat electrified early prevalence analog The integration music styles jazz resulted creation genre spectrum wide ranges strong jazz improvisation funk disco jazz jazz jazz soul primarily American popular early achieved noted appeal England Similar genres include soul jazz jazz entirely overlap arranged features improvisation soul retains stronger feel groove versus jazz fusion
queer country,
small room,
american 21st century classical,
american contemporary classical,
country pop,Country pop known pop country urban fusion genre country music pop music developed members country genre desire reach mainstream Country pop music blends genres like continuing similar efforts began late known originally Nashville sound later By country artists transitioning led charting high mainstream Billboard country pop easy listening artists crossed country charts After declining popularity neotraditional movement country pop comeback sound drew heavily pop rock adult
vintage old-time,
alternative emo,
anime rap,
gainesville indie,
lds youth,
souldies,
socal pop punk,
classic girl group,
sasscore,Screamo referred aggressive subgenre emo emerged early emphasizes experimental dissonance San bands Heroin Antioch Arrow pioneered genre early developed late mainly bands East Coast United States Funeral I Hate Screamo strongly influenced hardcore punk characterized use screamed Lyrical themes usually include emotional human The term frequently mistaken referring music screaming experienced popularity success bands like Hawthorne Senses The popularity declined continued underground success bands like Dispute Pianos Become
wu fam,
long island punk,
neon pop punk,rock music genre combines elements punk rock power pop It defined emphasis classic pop adolescent distinguished genres drawing heavily bands Beach The genre evolved absorbing elements new college boy It considered interchangeable power pop skate emerged late groups punk bands like Bad Descendents Misfits influential pop pop punk expanded early host bands signed including Screeching T In genre saw massive widespread popularity increase bands like Green Offspring The genre popularized Warped success continued early artists Avril Sum Good Charlotte New Found acts largely indistinguishable artists tagged extent emo crossover acts Fall Out Boy Paramore popularized style dubbed emo By mainstream popularity rock bands music rare pop In late early new crop music began experiencing mainstream resurgence new acts Machine Gun KennyHoopla
slack-key guitar,guitar Hawaiian kī means fingerstyle genre guitar music originated Hawaii Portuguese cowboys introduced Spanish guitars late The Hawaiians embrace tuning traditional Spanish guitars They guitars sound chord called developed style flat plucking Most tunings achieved starting guitar standard tuning detuning strings strings form single frequently G early steel guitar ukulele gained wide popularity style remained folk tradition family entertainment Hawaiians second Hawaiian Devotees guitar style tout alluring resonant sound open lower strings juxtaposed melodies played higher Players genre typically use string harmonics different tunings tunings historically guarded fiercely trade secret passed
texas latin rap,
underground rap,Underground commonly known indie underground umbrella term hip hop music outside general commercial It typically associated independent signed independent labels label Underground hip hop characterized socially unifying universal theme AllMusic suggests sonic refers community fans support independent Music scenes strong ties underground hip hop include alternative hip hop conscious hip Many artists considered today previously broken Billboard
alternative country,Alternative alternative country rock insurgent loosely defined subgenre country music country rock includes acts differ significantly style mainstream country mainstream country country Alternative country artists influenced alternative Most term describe certain country music country rock bands artists defined incorporated influences alternative heartland Southern progressive outlaw neotraditional Texas Red roots indie hard folk indie folk folk punk blues blues rhythm
chicago house,Chicago house refers house music produced mid late The term generally refer house music artists
asian american hip hop,
portland punk,
gospel rap,Christian hip hop gospel known Christian gospel hip hop holy hip subgenre contemporary Christian music hip hop It emerged urban contemporary music Christian media United States hip hop music emerged record track entitled Christ Gospel New York artist The Christian hip hop Bible Oklahoma artist Stephen released title track hit Christian radio Other early Christian hip recording artists included recorded funky rock JC Boys Michael During rapper rose prominence rock band DC Talk blended successful mainstream Christian All band members successful independent Michael Tait Kevin Max Smith Christian TobyMac Christian rapper label Along KB Emcee emerged recently mainstream rap scene American popular music figure Kanye Outside United Christian rap scenes Mexico Latino rappers major success expanding appeal Christian hip hop Christian EDM general hip hop broader popular
native american contemporary,
neo honky tonk,
stateside dnb,
barrelhouse piano,
torch song,A torch song sentimental love typically singer laments unrequited lost party oblivious existence party moved romantic affair affected The term comes carry torch aflame light unrequited It cabaret singer Tommy Lyman praise Melancholy term explicitly cited song popularized versions Dinah Billie Sarah Vaughan Ella niche genre stray traditional style American tradition torch song typically relies melodic structure An example collection Billie album Music
arkansas metal,
black americana,
kentucky punk,
indie pop rap,
mandolin,A mandolin mandolino pronounced literally stringed musical instrument lute family generally plucked It commonly courses doubled metal strings tuned giving total course versions The courses typically tuned interval perfect tuning violin like soprano member family includes octave mandocello styles common types Neapolitan archtop mandolin The version deep constructed strips glued The known mandolin arched arched carved The mandolin uses thin sheets wood braced inside strength similar manner Each style instrument sound quality associated particular forms Neapolitan mandolins feature prominently European classical music traditional Archtop instruments common American folk music bluegrass instruments commonly Brazilian folk Mexican mandolin varieties differ primarily number strings include models Brescian types Lombard Sicilian course instruments strings strings There strings type instrument sixteen strings strings mandolin development revolved soundboard Early instruments strung gut plucked fingers modern instruments metal exert pressure gut The modern soundboard designed withstand pressure metal strings break earlier The soundboard comes generally round scrolls There usually sound holes shaped like calligraphic f A round oval sound hole covered bordered decorative rosettes
handbells,A handbell bell designed rung To ring ringer grasps bell slightly flexible handle traditionally plastic moves arm hinged clapper strike inside An individual handbell simply signal catch attention summon handbells heard tuned
louisville underground,
deep ccm,
jangle pop,Jangle pop subgenre pop rock college rock emphasizes jangly guitars pop The term originated Bob song Tambourine rendition Byrds considered representative Since jangle pop crossed numerous including power new prominent bands early indie rock jangle pop groups Wedding In early mid term emerged label American movement recalled sounds acts Between description describe bands like Active Paisley Underground incorporated psychedelic
pop r&b,
american modern classical,
clawhammer banjo,called distinctive banjo playing style common component American principal difference clawhammer style styles picking Traditional picking styles including classical consist motion fingers motion technique Scruggs style Clawhammer primarily The hand assumes shape strumming finger kept fairly striking strings motion hand wrist flicking motion In common form thumb middle index finger finger hitting string By thumb rests fifth string downpick released lighter create distinctive clawhammer traditional clawhammer banjo playing highly typically includes elements rhythm The varied playing styles emphasize elements different changing emphasis performance single The possibilities include sounding individual melodic strumming harmonic strumming picking produce rhythmic percussive effects making percussive effects brushing thumping thumb fingers banjo head This diverse range musical sounds effects gives clawhammer banjo artistic solo potential addition traditional role rhythmic accompaniment In duo fiddler playing melody alongside driving clawhammer accompanist served basic Appalachian dance recalled Ralph Stanley Man Constant
country road,Country Road Country Roads refer Road country music band Road Australian clothing James Taylor Roads Canadian TV series
emo punk,Emo rock music genre characterized confessional It emerged style hardcore punk Washington hardcore punk known emotional hardcore emocore pioneered bands Rites Spring In emo adopted reinvented alternative indie rock punk rock bands Sunny Day Real Jimmy Eat By bands Promise Get Up Kids emerged burgeoning Midwest emo independent record labels began specialize aggressive style emo screamed pioneered San Diego bands Heroin Antioch Screamo achieved mainstream success bands like Hawthorne Story seen emo signifies specific relationship fans artists certain aspects culture Emo fashion associated skinny black tight band studded hair long Since early mid fans emo music dress like referred known listening bands like My Chemical Fall Out Hawthorne The The emo subculture stereotypically associated social introversion Purported links combined rise popularity early inspired backlash bands My Chemical Romance Disco rejecting emo label social stigma controversy surrounding subgenre emo pop entered mainstream culture early success Jimmy Eat World Dashboard Confessional artists signed major record Bands My Chemical Fall Out Boy Red Jumpsuit Apparatus continued popularity rest By early popularity groups changing sound mainly underground emo revival bands The World Is Beautiful Place I Am No Longer Afraid Die Modern drawing sound aesthetic During late fusion genre called emo rap emo famous artists including Lil XXXTentacion Juice
instrumental bluegrass,
melodic rap,Pop rap known pop hip melodic melodic genre music fusing lyricism hip hop music pop preference melodious vocals catchy This genre gained mainstream popularity influences roots pop rap trace hip hop artists LL Cool Beastie The lyrics choruses similar heard pop
modern country rock,
north dakota indie,
native american hip hop,Native American Hip Hop hip hop culture practiced people Native American includes Canadian First Nation hip hop It specific form hip hop varies style lines hip hop Native Americans present hip hop culture inception graffiti The Native American contribution hip hop occasionally veiled ethnic umbrella term Hispanic terms refer Native Americans certain hop grown popularity urban settings reservations ubiquitous television Political activism expression art great influence social issues present indigenous Artists John Trudell spoken word Russell Means calls influences artistic
chopped and screwed,Chopped screwed called screwed chopped slowed music genre technique remixing music involves slowing tempo It developed Houston hip hop scene early DJ The screwed technique involves slowing tempo song beats minute applying techniques skipping record affecting portions original composition create version
jazz,Jazz music genre originated communities New Louisiana late early roots blues Since Jazz recognized major form musical expression traditional popular Jazz characterized swing blue complex response polyrhythms Jazz roots European harmony African rhythmic jazz spread drew local musical gave rise different New Orleans jazz began early combining earlier brass band French ragtime blues collective polyphonic But jazz begin single musical tradition New Orleans In arranged swing big Kansas City jazz improvisational gypsy jazz style emphasized musette prominent Bebop emerged shifting jazz danceable popular music challenging played faster tempos Cool jazz developed near end introducing smoother sounds linear melodic saw emergence hard introduced influences rhythm blues small groups particularly saxophone Modal jazz developed late musical basis musical structure free explored playing regular beat formal fusion appeared late early combining jazz improvisation rock electric highly amplified stage In early commercial form jazz fusion called smooth jazz garnering significant radio Other styles genres abound Latin
new orleans soul,
nyhc,New York hardcore known hardcore punk music created New York City subculture lifestyle associated New York hardcore grew hardcore scene established bands Bad Brains Minor Initially local phenomenon New York hardcore eventually grew establish international reputation little moderate mainstream popularity dedicated enthusiastic underground primarily Europe United With history spanning early New York hardcore bands activity Some Sick It Agnostic Front continuously continuously active formation having reunion
old-time fiddle,Old time fiddle genre American folk time fiddle derived European folk dance tunes Two Step The fiddle accompanied banjo instruments called The genre traces colonization North America immigrants It separate distinct traditions influenced evolved country variants western swing country particularly younger ones like Aurtur swept new style repertoires reflected influences Tin Pan Anyone wanted career music But like John Salyer Hiram Stamper cared little new stayed
r&b,eighteenth letter modern English alphabet ISO basic Latin Its English ar plural Ireland letter eighth common letter English common consonant letter form ending certain words centre varieties English British Canadian English uses unlike American ending usually replaced This affect
us power metal,
instrumental soul,
modern old-time,
spoken word,Spoken word refers oral poetic performance art based mainly poem aesthetic It late century continuation ancient oral artistic tradition focuses aesthetics recitation word live intonation voice Spoken word term includes kind poetry recited including poetry poetry jazz hip hop include comedy routines prose Unlike written poetic text takes quality visual aesthetics depends aesthetics
alternative pop rock,
miami bass,Miami bass music booty subgenre hip hop music popular The use drums Roland sustained kick heavy raised dance frequently sexually explicit lyrical content differentiate hip hop Music author Richie Unterberger characterized Miami bass rhythms cymbals lyrics language particularly historically black neighborhoods Liberty Goulds Miami bass having consistent mainstream early national media attention resulted profound impact development hip dance
pop rap,Pop rap known pop hip melodic melodic genre music fusing lyricism hip hop music pop preference melodious vocals catchy This genre gained mainstream popularity influences roots pop rap trace hip hop artists LL Cool Beastie The lyrics choruses similar heard pop
5th wave emo,
beach music,Beach known Carolina beach lesser Beach regional genre music United States developed pop music Beach music closely associated style dance known Carolina official state dance North Carolina South Recordings rhythmic structure tempo popular music vast majority music genre fits primarily confined small regional fan specifically communities Myrtle Carolina Golden Isles early days known Carolina beach music instrumental bringing wider acceptance music white population Thus contributory factor birth rock roll later development soul music subgenre older styles faded popularity Carolina shag gained wide popularity dance circles This generally led increased appreciation music beach Many new shag dance aficionados prefer shagging currently popular tunes happen required As networking Internet shag deejays beach music fans growing acceptance regional bands
deep east coast hip hop,
midwest emo,Midwest emo Midwestern refers emo scene subgenre developed Midwestern United Employing unconventional vocal distinct guitar riffs arpeggiated Midwest emo bands shifted away hardcore punk roots drew indie rock math rock According author critic Andy period emo earned stereotypes lasted overly overly college Midwest emo interchangeably Although implied Midwest emo solely refer bands artists Midwestern United style played outfits
paisley underground,Paisley Underground musical genre originated It particularly popular Los reaching peak mid Paisley Underground bands incorporated rich vocal harmonies guitar owing particular debt groups Love generally referencing wide range pop garage rock
steel guitar,A steel guitar guitar played moving steel bar similar hard object plucked The bar called source The instrument differs conventional guitar played somewhat akin playing guitar finger Known portamento gliding smoothly pitch instrument produce sinuous crying sound deep vibrato emulating human singing strings plucked fingers dominant steel tone bar pressed lightly strings moved opposite idea creating music slide type traced early African modern steel guitar conceived popularized Hawaiian The Hawaiians began playing conventional guitar horizontal position knees instead flat bar instead Joseph Kekuku developed manner playing known technique spread sound Hawaiian music featuring steel guitar enduring musical fad United States half twentieth century recordings indigenous Hawaiian music outsold musical This popularity spawned manufacture guitars designed specifically played The archetypal instrument Hawaiian called lap These early acoustic instruments loud relative changed steel guitarist named George Beauchamp invented electric guitar Electrification allowed instruments meant resonant chambers longer This meant steel guitars manufactured rectangular block bearing little resemblance traditional guitar This led instruments metal frame legs called technologically improved versatile pedal steel United steel guitar influenced popular music early twentieth combining swing country music prominently heard Western gospel The instrument influenced Blues artists Mississippi Delta embraced steel guitar sound continued holding guitar traditional tubular object neck called This historically called known commonly associated blues rock Bluegrass artists adapted Hawaiian style playing resonator guitar known type steel guitar round square played musician standing guitar facing upward held horizontally shoulder
