genre,definition
british brass band,In brass band regionally silver band colliery musical ensemble comprising standardized range brass percussion The modern form brass band United Kingdom dates vibrant tradition competition based communities local colliery bands particularly The Stalybridge Old Band formed civilian brass band British instrumentation common form brass band United Australia New widespread continental Japan North The tradition brass bands UK local communities schools brass British band contests highly bands organized sections like football Competitions held year national end year promotions The holder National Brass Band Championships Great Britain Cory Band South selection brass bands experienced annual Durham There annual events held Whit Friday Saddleworth area Greater Manchester hundreds bands
bhangra,Bhangra type music Punjab originating Southall area United It type upbeat popular music associated Punjabi diaspora The style origins folk music Punjab western pop music Prior musical Bhangra existed dance form native This British music unique traditional seek While traditional folk music Punjab set melodies Bhangra form strict new melodies composed musicians important
bass house,Bass House refer style house music appeared Styles house listed NRHP Russell Boarding listed NRHP Giles Tennessee
piano house,
mod revival,The mod revival subculture started United Kingdom late later spread countries lesser The mod mainstream popularity relatively influence lasted The mod revival Teddy Boy mod revivalists clashed Teddy Boy skinhead punks rival gang late mod revival led band adopted stark mod look mixed energy punk sound early mod It heavily influenced film The mod revival conscious effort harken earlier generation terms style In early mod revival scene influenced original mod subculture
breaks,Break Breaks The Break refer
dance rock,genre rock It genre connected pop rock fewer rhythm blues It originated early following decline popularity punk early include Gina Russ artists Dinosaur Liquid Liquid compilation album Disco Not
braindance,Intelligent dance music abbreviated style electronic music originating early defined idiosyncratic experimentation specific genre It emerged culture sound palette electronic rave music styles ambient acid Detroit techno regarded better suited home listening Prominent artists associated include Aphex Venetian Boards Black Future Sound Luke term dance likely inspired Warp compilation Artificial Intelligence said originated US formation electronic mailing list originally chartered discussion English artists appearing The term widely criticised dismissed artists associated including Aphex In music critic Sasha observed term widely reviled commonly
dub metal,
house,House music genre characterized repetitive beat typical tempo beats It created DJs music producers underground club culture late DJs began altering disco songs mechanical pioneered DJs producers Chicago Frankie Ron Jesse Chip Steve Farley Marshall Phuture House music expanded American cities New York City worldwide large effect pop especially dance It incorporated major international pop artists including Whitney Janet Jackson Kylie Pet Shop Boys Madonna produced mainstream hits Lil Me Robin Feeling Many house DJs continue remixes pop House music remained popular radio clubs retaining foothold underground scenes
pibroch,piobaireachd ceòl mòr art music genre associated primarily Scottish Highlands characterised extended compositions melodic theme elaborate formal Strictly meaning Scottish piobaireachd centuries music Great Highland Music similar adoption Highland historically played Gaelic harp later Scottish form undergoing general term ceol mor ceòl mòr reformed spelling ceòl mór unreformed meaning distinguish complex extended popular Scottish music marches called ceòl beag
ceilidh,A cèilidh Scottish céilí traditional Scottish Irish social In basic simply means social In contemporary usually involves dancing playing Gaelic folk house party larger concert social hall community gathering céilithe originated Gaelic areas Scotland Ireland consequently common Scottish Irish They similar Troyl traditions Cornwall Twmpath Noson Lawen events English country dances England areas undergone fusion
deep dnb,
rock keyboard,The keytar lightweight synthesizer supported strap neck similar way guitar supported Keytars allow players greater range movement compared conventional placed stationary stands The instrument musical keyboard triggering musical notes Various controls placed including pitch term portmanteau words This style keyboard referred manufacturers variations Though term introduction major manufacturer Alesis company referred product Keytar CEO Tap Tap Kyle later came design Keytar The Roland incorporates synthesis referred manufacturer contain synthesizer MIDI In keytar needs connected keyboard amplifier PA system produce sound performer audience MIDI controller keytars trigger notes MIDI data external sound module computer synthesizer While keytars usually create musical like MIDI trigger lighting effects devices audio
drill beats,
classic progressive house,
hardcore breaks,Breakbeat hardcore referred hardcore rave oldskool music genre early spawned UK rave It combines rhythms breakbeats usually sampled hip In addition inclusion genre features shuffled drum machine noises originating new sounds acid house bleep upbeat house piano riffs
musical advocacy,
symphonic rock,Progressive rock prog rock simply conflated art broad genre rock music developed United Kingdom United States late peaking early Initially termed style outgrowth psychedelic bands abandoned standard pop traditions favour instrumentation compositional techniques frequently associated classical Additional elements contributed lyrics technology harnessed new music approached condition focus musical involved creating music listening rock based fusions approaches involving continuous formalism Due historical scope progressive rock limited stereotype long long fantasy grandiose stage sets obsessive dedication technical While genre cited merging high culture low artists incorporated literal classical themes work great handful Lake purposely emulated referenced classical genre coincided economic boom allowed record labels allocate creative control new journalistic division lent generic significance It saw high level popularity faded soon Conventional wisdom holds rise punk rock caused factors contributed Music labelled concepts sounds tended hostile genre completely ignore After late progressive rock fragmented numerous Some bands achieved commercial success changed lineups compact song crossed symphonic arena new groups exhibited progressive features retroactively described The Canterbury originating late denotes subset progressive rock bands emphasised use wind complex chord changes long Rock late combined Canterbury created In new enjoyed commercial accused derivative lacking draws newer developments popular music
rave,A rave dance party public private typically featuring performances DJs playing electronic dance The style associated early dance music scene DJs played illegal events musical styles dominated electronic dance music wide range including alternative Occasionally live musicians known perform addition types performance artists dancers fire The music amplified powerful sound reinforcement typically large subwoofers produce deep bass The music accompanied laser light projected coloured visual effects fog raves small parties held nightclubs private raves grown immense large festivals events featuring multiple DJs dance areas Castlemorton Common Festival Some electronic dance music festivals features commercial Raves long events continuing lasting Law enforcement raids laws presented challenge rave scene This association rave culture illegal drugs MDMA referred In addition raves use secret squat parties unoccupied unused aircraft These concerns attributed type moral panic surrounding rave
liquid funk,Liquid liquid drum liquid melodic drum liquid subgenre drum While uses similar basslines bar layouts contains fewer samples instrumental layers synthesized melodies producing sentimental atmosphere directed home listeners nightclub rave Music genres soul blues pivotal influence liquid
modern mod,
acid jazz,Acid jazz known club psychedelic groove music genre combines elements hip jazz Acid jazz originated clubs London rare groove movement spread United Eastern Acts included The Brand New Jamiroquai UK Buckshot LeFonque Digable Planets The rise electronic club music middle late led decline movement indistinct Many acts defined acid jazz seen neo jazz
post-punk,called new broad genre punk music emerged late musicians departed traditional elements raw instead adopting variety sensibilities Inspired energy DIY ethic determined break rock artists experimented styles like electronic dance production techniques dub ideas art including critical modernist cinema These communities produced independent record visual multimedia performances early vanguard represented groups including Siouxsie Public Image Pop Cabaret Pere Joy Talking Gang The movement closely related development ancillary genres gothic industrial By provided foundation New Pop movement later alternative independent
deep punk rock,
deep gothic post-punk,
gothic rock,Gothic rock called goth rock simply style rock music emerged United Kingdom late The bands shifted dark music gothic overtones include Siouxsie Joy genre defined separate movement Gothic rock stood darker use primarily minor bass dark dramatic melancholic having inspirations gothic literature allied themes dark melancholy These themes approached The sensibilities genre led lyrics represent evil century romantic idealization death supernatural Gothic rock gave rise broader goth subculture included fashion publications
minimal dubstep,
deep melodic hard rock,
oi,subgenre punk rock originated United Kingdom late The music associated subculture goal bringing disaffected The movement partly response perception participants early punk rock scene words The Business guitarist Steve university people long trying losing
math pop,Math rock style progressive indie rock roots bands King Crimson Rush minimal music composers Steve It characterized atypical rhythmic structures irregular stopping odd time angular It bears similarities
choral,A choir known chorale musical ensemble Choral music written specifically ensemble Choirs perform music classical music spans medieval era popular music Most choirs led leads performances facial term choir applied groups affiliated church actually occupy chorus performs theatres concert distinction Choirs sing accompanied pipe small choir subset speaks different voices instruments polychoral In typical century century oratorios implies singer contrast quartet soloists featured
rock of gibraltar,The Rock Gibraltar Arabic monolithic limestone promontory located British territory near southwestern tip Europe Iberian near entrance It m Most upper area covered nature home Barbary These labyrinthine network attract tourists Rock traditional Pillars known Romans Mons pillar Mons Monte Hacho Jebel Musa African According ancient myths fostered Greeks later perpetuated points marked limit known Phoenicians actually sailed point northward Mediterranean Sea surrounds
experimental dub,
deep orgcore,
light music,Light music form Western classical originated centuries continues Its heyday The style usually shorter orchestral pieces suites designed appeal wider context audience sophisticated forms symphony music especially popular formative years radio stations BBC Light Programme playing exclusively known mood music concert light music grouped easy listening Light music popular United United States continental compositions genre remain familiar use themes radio television
deep new wave,
new rave,New rave typeset nu rave neu genre music described The Guardian DIY disco riposte sensitive indie rock touted bands like Bloc It commonly applied music scene late indie music celebrated late Madchester rave scenes use neon colours term refer going
freakbeat,Freakbeat loosely defined subgenre rock roll music developed mainly British groups Swinging London period late The genre bridges British Invasion beat
electronica,Electronica broad group music styles intended listening strictly dancing music scene started early United In United term refer electronic music
jazzy dnb,
deep happy hardcore,
gypsy fusion,
deep dubstep,
indie jazz,
neo grime,
broken beat,Broken beat referred electronic dance music genre characterized syncopated beats tense including staggered punctuated snare beats hand It heavily influenced styles Artists area typically emerged drum hip techno acid jazz
deep liquid bass,
hardcore techno,Hardcore known hardcore techno hardcore genre electronic dance music originated United Belgium Germany early It distinguished faster tempos distorted sawtooth kick BPM intensity kicks synthesized bass rhythm atmosphere themes usage saturation experimentation close industrial dance It spawn subgenres
intelligent dance music,Intelligent dance music abbreviated style electronic music originating early defined idiosyncratic experimentation specific genre It emerged culture sound palette electronic rave music styles ambient acid Detroit techno regarded better suited home listening Prominent artists associated include Aphex Venetian Boards Black Future Sound Luke term dance likely inspired Warp compilation Artificial Intelligence said originated US formation electronic mailing list originally chartered discussion English artists appearing The term widely criticised dismissed artists associated including Aphex In music critic Sasha observed term widely reviled commonly
zolo,The term Zolo small town canton Zoro Zolo English fictional character Japanese manga series One villain film Romancing Major League Soccer expansion team commonly known toy established Makers ZoLO
fidget house,Electro house genre electronic dance music characterized heavy bass tempo beats The term describe music DJ Mag Top including Benny Steve Aoki
ragga jungle,Jungle genre dance music developed UK rave scene sound system culture Emerging breakbeat style characterised rapid heavily syncopated percussive synthesised combined deep vocal samples found reggae hip hop Many producers frequently sampled breakbeats funk jazz Jungle direct precursor drum bass genre emerged
substep,
gauze pop,
folktronica,Folktronica genre music comprising elements folk music featuring uses acoustic instruments especially stringed instruments incorporating hip electronic dance varies based influences choice The Ashgate Research Companion Popular Musicology describes folktronica manner artists combined mechanical dance beats elements acoustic rock album Every Man Woman Star Ultramarine credited progenitor featured pastoral sound incorporated traditional instruments violin harmonica techno house In early artists Four Gravenhurst lumped folktronica media According The Sunday Times Encyclopedia Modern essential albums genre Four Pause Daughter Other Songs The Milk Human Kindness
dancefloor dnb,
acid idm,
ambient house,Ambient house downtempo subgenre house music emerged late combining elements acid house ambient The genre developed rooms specialist clubs dance music It prominently pioneered Orb artists Global Irresistible The term eventually fell favor specific subgenres
deep liquid,
experimental folk,known apocalyptic form experimental music blending elements folk industrial emerged punk rock circles Neofolk solely acoustic combine acoustic folk instrumentation
album rock,rock originally called FM radio format created United States focuses repertoire rock albums currently associated classic radio established US radio stations dedicated playing album tracks rock artists hard rock progressive rock In AOR characterized mellifluous sound sophisticated production considerable dependence melodic Using research formal programming create album rock format greater commercial AOR format achieved tremendous popularity late early early radio term normally abbreviation meaning radio stations specialized classic rock recorded late term commonly conflated radio uses initialism AOR covers album tracks range rock soft rock pop
library music,Production music known stock music library recorded music licensed customers use radio music produced owned production music
cinematic dubstep,
modern ska punk,
operatic pop,Operatic pop popera subgenre pop music performed operatic singing style theme motif classical music stylized The subgenre performed classical crossover singers field broader types music Three reached larger audiences brought greater profits typical operatic
classic rock,Rock music broad genre popular music originated United States late early developing range different styles particularly United States United It roots rock style drew directly blues rhythm blues genres music country Rock drew strongly number genres electric blues incorporated influences musical For rock centered electric usually rock group electric bass rock music time signature genre extremely Like pop lyrics stress romantic love address wide variety themes frequently social musicians began advance album ahead single dominant form recorded music expression Beatles forefront Their contributions lent genre cultural legitimacy mainstream initiated album era music industry By late number distinct rock music subgenres including hybrids like blues folk country southern raga jazz contributed development psychedelic influenced countercultural psychedelic hippie New genres emerged included progressive extended artistic glam highlighted showmanship visual diverse enduring subgenre heavy emphasized In second half punk rock reacted producing energetic social political Punk influence new eventually alternative alternative rock began dominate rock music break mainstream form indie Further fusion subgenres including pop electronic rap rap conscious attempts revisit including garage revivals The saw slow decline rock mainstream popularity cultural hip hop surpassing popular genre United embodied served vehicle cultural social leading major subcultures including mods rockers United Kingdom hippie counterculture spread San Francisco US punk culture spawned emo Inheriting folk tradition protest rock music associated political activism changes social attitudes drug seen expression youth revolt adult consumerism At commercially highly leading charges selling
jazz rock,Jazz fusion known fusion progressive music genre developed late musicians combined jazz harmony improvisation rock rhythm Electric keyboards popular rock roll started jazz particularly grown listening rock fusion arrangements vary Some employ vamps fixed single key single chord repeated Others use elaborate chord unconventional time melodies These simple typically include improvised sections vary like forms jazz fusion employ brass woodwind instruments trumpet instruments substitute A jazz fusion band likely use piano double likely use electric bass term synonym music performed late rock bands added jazz elements After decade popularity fusion expanded improvisatory experimental approaches parallel development style called smooth Experimentation continued Fusion group include variety musical Rather codified musical fusion viewed musical tradition
beatlesque,describes musical resemblance English rock band The term loosely defined applied inconsistently wide variety disparate
downtempo,Downtempo broad label electronic music features atmospheric sound slower beats typically found dance Closely related ambient music greater emphasis style played chillout clubs music DJ Examples downtempo subgenres include trip ambient psybient hip style emerged late Bristol scene birthed artists like Massive In style heard internationally artists Kruder Fila Thievery Other prominent artists emerge style include Boards Nicolas
indie soul,
theme,Theme music musical composition written specifically radio television video films usually played title opening closing instances point The purpose theme song similar phrase theme song signature tune refer signature song especially associated particular performer
boy band,A boy band loosely defined vocal group consisting young male usually teenage years twenties time singing love songs marketed Many boy bands dance usually giving highly choreographed bands formed evolving church choral gospel music In created talent managers record producers hold Being vocal boy band members play musical recording sessions They similar concept counterparts known girl The popularity boy bands peaked Jackson second time peaked late acts New Kids Take Backstreet Westlife dominated pop time emergence groups One The Big Time The Ballinciaga acts BTS
nursery,Nursery refer
chillstep,
deep indie rock,
neo-progressive,rock known subgenre progressive rock developed UK early The popular achieved mainstream success Several bands genre continued record
permanent wave,A permanent commonly called perm permanent called distinguish hairstyle consisting waves curls set The curls number applied thermal chemical In chemicals applied wrapped forms produce waves The process chemical straightening hair flattened instead curled chemical
psychedelic rock,Psychedelic rock rock music genre representative psychedelic centered hallucinogenic The music incorporated new electronic sound effects recording extended instrumental Many psychedelic groups differ label applied British American sound psychedelic rock invokes core effects detach user everyday effects represented novelty studio electronic disjunctive song extended instrumental Some earlier psychedelic rock musicians based showcased explicit Indian classical influence called In existed main variants surrealist British psychedelia harder American West Coast While deployed interchangeably term refers specifically extreme ends peak years psychedelic rock milestone events including Summer Love Woodstock Rock international musical movement associated widespread counterculture beginning decline changing loss key movement led surviving performers new musical The genre bridged transition early blues rock progressive rock hard result contributed development heavy Since late revived forms
modern alternative rock,
rock,Rock music broad genre popular music originated United States late early developing range different styles particularly United States United It roots rock style drew directly blues rhythm blues genres music country Rock drew strongly number genres electric blues incorporated influences musical For rock centered electric usually rock group electric bass rock music time signature genre extremely Like pop lyrics stress romantic love address wide variety themes frequently social musicians began advance album ahead single dominant form recorded music expression Beatles forefront Their contributions lent genre cultural legitimacy mainstream initiated album era music industry By late number distinct rock music subgenres including hybrids like blues folk country southern raga jazz contributed development psychedelic influenced countercultural psychedelic hippie New genres emerged included progressive extended artistic glam highlighted showmanship visual diverse enduring subgenre heavy emphasized In second half punk rock reacted producing energetic social political Punk influence new eventually alternative alternative rock began dominate rock music break mainstream form indie Further fusion subgenres including pop electronic rap rap conscious attempts revisit including garage revivals The saw slow decline rock mainstream popularity cultural hip hop surpassing popular genre United embodied served vehicle cultural social leading major subcultures including mods rockers United Kingdom hippie counterculture spread San Francisco US punk culture spawned emo Inheriting folk tradition protest rock music associated political activism changes social attitudes drug seen expression youth revolt adult consumerism At commercially highly leading charges selling
dream pop,Dream pop typeset subgenre alternative rock emphasizes atmosphere sonic texture pop Common characteristics include breathy dense effects It overlaps related genre genre terms times genre came prominence work groups Cocteau Twins acts My Bloody Galaxie Julee Mazzy Star released significant albums It saw renewed popularity millennial listeners following success Beach
halftime dnb,
girl group,A girl group music act featuring female singers generally harmonize The term narrower sense United States denote wave American female pop music singing influenced flourished late early decline early rock roll start British members play usually considered separate These groups called terminology universally advent music industry radio number girl groups Andrews The late saw emergence singing groups major distinct girl groups releasing songs reached US UK music charts The Supremes held singles Billboard Hot height wave British Invasion rivaled Beatles later girl group template applied contemporary A globalized music industry gave rise popularity pop music led major record This led South produced popular groups debuting having sold million physical copies With Spice saw target market girl groups shift male audience increasingly female
twee pop,Twee pop subgenre indie pop originates NME compilation Characterised simplicity perceived defining features catchy lyrics For prominent independent record labels associated twee pop Sarah Records K Records
dance-punk,known subgenre emerged late closely associated new wave
dub reggae,Dub electronic musical style grew reggae late early It commonly considered subgenre developed extend dub consists remixes existing recordings created significantly manipulating usually removal vocal application studio effects echo emphasis rhythm section track referred occasional dubbing vocal instrumental snippets original version pioneered recording engineers producers Osbourne Lee Errol Thompson beginning late Augustus collaborated credited bringing melodica pioneers creators Similar experiments recordings mixing desk outside dancehall scene producers Clive Chin Herman Chin These especially Ruddock looked mixing console manipulating tracks come new The Roland Space Echo widely dub producers produce echo delay influenced genres including significantly subgenre kinds hip later electronic dance trip Dub basis genres jungle drum orientation bass utilization audio Traditional dub originators Mad Professor continue produce new
boy soprano,A boy soprano especially North American boy treble British young male singer unchanged voice soprano range called treble voice range North America talking
grimewave,
irish contemporary classical,
shiver pop,
melancholia,Melancholia melancholy µέλαινα χολή melaina meaning black concept found medieval premodern medicine Europe describes condition characterized markedly depressed bodily hallucinations regarded temperaments matching Until doctors scholars classified melancholic conditions perceived common cause excess notional fluid known commonly linked late late melancholia common medical modern concepts depression mood disorder eventually arose historical concepts historical medicine Latin Latin fastidious obsolete English Latin influence planet
deep idm,
experimental,Experimental music general label music music genre pushes existing boundaries genre Experimental compositional practice defined broadly exploratory sensibilities radically opposed questioning institutionalized aesthetic conventions Elements experimental music include indeterminate composer introduces elements chance unpredictability regard composition Artists approach hybrid disparate styles incorporate unorthodox unique practice prominent particularly Europe North John Cage earliest composers use term experimental primary utilizing indeterminacy techniques seeking unknown In early Pierre Schaeffer begun term musique expérimentale describe compositional activities incorporated tape musique elektronische distinct sense term late describe composition associated composers Lejaren Harry Partch Ivor Darreg worked tuning scales based physical laws harmonic For music developed group experimental musical Musique concrète form electroacoustic music utilises acousmatic sound compositional Free improvisation free music improvised music rules taste inclination cases musicians active effort avoid overt references recognizable musical conventions
vocal trance,Vocal trance subgenre trance music focuses vocals The subgenre came existence early trance Although early trance records vocal samples mixed earliest examples style appeared
early synthpop,
spytrack,
christian afrobeat,
ska revival,tone genre British popular music late early fused traditional Jamaican ska music elements punk rock new wave Its derives Tone record label founded Jerry Dammers The references desire transcend defuse racial tensions The The The Beat featured mix multiracial Midlands city Coventry England late second wave ska following ska music developed Jamaica infused punk new wave mainstream commercial appeal largely limited influenced wave ska ska punk movements developed US late
freeform hardcore,
corrosion,Corrosion natural process converts refined metal chemically stable It gradual deterioration materials chemical electrochemical reaction Corrosion engineering field dedicated controlling preventing common use means electrochemical oxidation metal reaction oxidant hydrogen formation iron example electrochemical This type damage typically produces original metal results distinctive orange Corrosion occur materials ceramics term Corrosion degrades useful properties materials structures including appearance permeability liquids structural alloys corrode merely exposure moisture process strongly affected exposure certain Corrosion concentrated locally form pit extend wide area uniformly corroding Because corrosion occurs exposed As methods reduce activity exposed passivation chromate increase corrosion corrosion mechanisms visible chemistry corrosion considered electrochemical During corrosion particular spot surface object oxidation takes place spot behaves The electrons released anodic spot metal spot metal reduce oxygen spot presence believed available carbonic acid formed dissolution carbon dioxide air water moist air condition Hydrogen ion water available dissolution acidic oxides This spot behaves
deep disco house,
police band,Police band refer range frequencies police spectrum band set police British rock band
alternative dance,Alternative dance known indie dance underground dance musical genre mixes alternative rock electronic dance Although largely confined British gained American worldwide exposure acts New Order Prodigy
fluxwork,
hypnosis,Hypnosis human condition involving focused attention selective inattention reduced peripheral enhanced capacity respond competing theories explaining hypnosis related Altered state theories hypnosis altered state mind marked level awareness different ordinary state In theories hypnosis type placebo redefinition interaction therapist form imaginative role person said heightened focus concentration increased response usually begins hypnotic induction involving series preliminary instructions The use hypnosis therapeutic purposes referred use form entertainment audience known form therapies management irritable bowel syndrome menopause supported Use hypnosis treatment problems produced mixed smoking The use hypnosis form therapy retrieve integrate early trauma controversial scientific Research indicates hypnotising individual aid formation false hypnosis help people recall events
modern rock,Modern rock umbrella term describe rock music found college rock radio Some radio stations use term distinguish classic based rock
shoegaze,Shoegaze called shoegazing conflated subgenre indie alternative rock characterized ethereal mixture obscured guitar distortion overwhelming It emerged Ireland United Kingdom late groups usually stood motionless live performances The comes heavy use effects performers looking pedals Bloody album Loveless seen defining prominent shoegaze groups include Pale A loose label given shoegaze bands affiliated bands London early Scene That Celebrates Most shoegaze artists drew template set My Bloody Valentine late bands Dinosaur The Jesus Mary Cocteau early shoegaze pushed aside American grunge movement early Britpop forcing relatively unknown bands break reinvent style Since late renewed interest genre nu gaze blackgaze
flute rock,
tech trance,Tech subgenre electronic music draws techno trance genres
italo house,Italo house simply referred form house music originating Typically popular United States late fuses house music Italo The main musical characteristic use predominantly electronic piano chords lyrical form classic Chicago house The best known example Black genre popular late early uplifting anthemic tunes background
neo-trad prog,
rock drums,
indie fuzzpop,
ambient trance,
slam poetry,A poetry slam competitive art event poets perform spoken word poetry live audience panel While formats slams loud audience cheering dramatic music urban culture strong backgrounds participants tend slams began Chicago slam competition designed poetry recitals academia popular American poet Marc believing poetry scene time structured began experimenting attending poetry turning slams introducing element performances poetry slam judged enthusiasm style poets compete individuals The judging handled panel typically usually selected Sometimes poets judged audience
folk rock,Folk rock hybrid music genre combines elements folk rock arose United United Kingdom In folk rock emerged folk music Performers Bob Dylan members earlier played folk blend sounds rock folk adopting use electric instrumentation drums way previously discouraged folk The term initially music press June describe commercial success cover version Tambourine debut album recordings rock albums Bringing It All Back Home Highway Revisited Blonde Blonde folk Simon use electric backing records new Buffalo controversial appearance Newport Folk Festival July backed electric pivotal moment development late Britain eclectic British folk rock style created Fairport Convention Alan Inspired British psychedelic folk North American style folk British folk rock bands began incorporate elements traditional British folk music leading including overtly English folk rock Albion Band Celtic
nopixel,
psychedelic blues-rock,
deep space rock,
diva house,Diva house handbag house anthemic subgenre house music popular gay clubs second half The Encyclopedia Contemporary British Culture defines handbag house having female proliferation piano Modern diva house compositions use synth stabs floor
industrial,Industrial music genre music draws transgressive provocative sounds AllMusic defines industrial music abrasive aggressive fusion rock electronic blend electronics experiments musique white punk The term coined founding Industrial Records members Throbbing Gristle Monte While genre originated Throbbing emergence United artists labels vital genre emerged United States industrial artists experimented noise aesthetically controversial musically sexual Prominent industrial musicians include Throbbing Monte Boyd Cabaret On Throbbing debut album The Second Annual coined slogan music industrial Industrial music scenes developed San Francisco The precursors influenced development genre included musique concrète varied world music sources addition acts Velvet Lou Metal Machine Music Musicians cite writers William Burroughs artists Brion term small coterie groups individuals associated Industrial Records late broadened include artists influenced original movement Over influence spread blended styles including synth music rock Front Front Line Sister Machine acts associated Wax Records music primary subgenre developed notable bands genre Front Line Assembly Skinny The notable hybrid genres industrial rock industrial include bands Nine Inch Fear released albums
protopunk,rock music played garage bands foreshadowed punk rock The phrase retrospective musicians involved generally originally associated came variety backgrounds anticipated musical thematic
deep northern soul,
acid house,Acid house simply known subgenre house music developed DJs The style defined primarily squelching sounds basslines Roland electronic bass innovation attributed Chicago producers DJ Pierre Phuture Sleezy house soon popular United Kingdom continental played DJs acid house later rave By late acid house moved British influence pop dance house brought house music worldwide The influence acid house heard later styles dance music including big techno trip
concertina,A concertina musical like accordions It consists expanding contracting buttons usually unlike accordion concertina developed independently England The English version invented Sir Charles Carl Friedrich Uhlig introduced German version years Various forms concertini classical traditional musics South tango polka
celtic,Celtic music broad grouping music genres evolved folk music traditions Celtic people Northwestern It refers traditional music recorded music styles vary considerably include traditional music wide range
modern hard rock,
smooth soul,Smooth soul fusion genre soul music developed early funk pop music United The fusion genre experienced mainstream success time development late succession disco quiet
filthstep,Dubstep genre electronic dance music originated South London early The style emerged UK garage offshoot blended rhythms sparse dub incorporating elements broken drum In United origins genre traced growth Jamaican sound system party scene early generally characterised use syncopated rhythmic prominent dark In underground sound strains garage music began showcased promoted night club Plastic night stylised pirate radio station Rinse went considerably influential development The term reference genre music began labels Big time stylistic trends remixes noticeable distinct early supporter sound BBC Radio DJ John started playing In year listeners voted Digital Plastician Dubstep started enter mainstream British popular culture spread small local scenes late early websites devoted genre appeared Internet aided growth download site Barefiles blogs genre receiving extensive coverage music magazines The Wire online publications regular feature entitled The Month Interest dubstep grew significantly BBC Radio DJ Mary Anne Hobbs started championing beginning devoted January end early genre started commercially successful singles remixes entering music Music journalists critics noticed dubstep influence pop Around producers began fuse elements original dubstep sound creating fusion genres including future garage slower experimental The harsher heavy variant led American producers greatly contributed popularity United
afro-funk,Afrobeat Nigerian music genre involves combination West African musical styles traditional Yoruba music American soul focus chanted complex intersecting The style pioneered Nigerian bandleader Fela responsible popularizing style outside Afrobeat Afrobeats sound originating West Africa takes diverse influences eclectic combination genres hip The
experimental house,
soulful house,
dub poetry,Dub poetry form performance poetry West Indian evolved dub music England cities large populations Caribbean The term coined Dub artist Linton Kwesi Johnson popularized artist Oku consists spoken word reggae originally found backing inch vinyl deejaying known features use spoken dub performance normally extemporized chat dancehall dee In musical dub poet usually appears stage band performing music specifically written accompany simply performing dub dancehall Musicality built dub dub poets generally perform backing delivering chanted speech pronounced rhythmic accentuation dramatic stylization Sometimes dub music effects echo reverb dubbed spontaneously poet live versions Many dub poets employ devices engage
historically informed performance,Historically informed performance referred period authentic approach performance classical aims faithful manner style musical era work originally based key application stylistic technical aspects known performance use period instruments reproductions historical instruments use time original usually different timbre temperament modern A area changing listener increasingly sound recordings exist music late historically informed performance largely derived musicological analysis Historical pedagogic tutor concert additional historical gain insight performance practice historic Extant recordings reproducing piano onwards enabled scholars Romanticism gain uniquely detailed understanding significant remaining In HIP performers normally use scholarly urtext editions musical score basic additionally applying range contemporaneous stylistic including rhythmic alterations ornamentation informed performance principally developed number Western countries mid late ironically modernist response modernist break earlier performance Initially concerned performance Baroque HIP encompasses music Classical Romantic HIP crucial early music revival movement begun affect theatrical instance production Baroque historically informed approaches acting scenery critics contest methodology HIP contending selection practices aesthetics product century ultimately impossible know performances earlier time sounded older style greater cultural distance increased possibility misunderstanding For term preferred acknowledges limitations academic implying absolute accuracy recreating historical performance moralising
ambient industrial,Ambient music genre music emphasizes tone atmosphere traditional musical structure It lack net structured It uses textural layers sound reward passive active listening encourage sense calm The genre said evoke Nature soundscapes sounds acoustic instruments strings flute emulated genre originated new musical instruments introduced wider It presaged Erik furniture music styles musique minimal Jamaican dub reggae German electronic prominently named popularized British musician Brian Eno album Ambient Music Eno opined ambient music ignorable It saw revival late prominence house techno growing cult following Ambient music elements music drone works use sustained repeated music achieve large commercial criticized new boring irrelevant technical attained certain degree acclaim especially Internet Due relatively open ambient music takes influences ranging world
disco house,French known French filter house style house music originally produced French musicians It form Euro disco popular strand late European dance music The defining characteristics sound reliant filter phaser effects alongside samples late early American European disco tracks original hooks strongly inspired causing thicker harmonic foundations Most tracks genre time feature steady floor beats tempo range beats French house similar future key Purveyors French house include Daft The Supermen Modjo Étienne de
mellow gold,
deep chill-out,
early music choir,
proto-hyperpop,
vintage reggae,
proto-techno,Techno genre electronic dance music generally produced use continuous DJ tempo varying beats minute The central rhythm typically common time characterized repetitive floor Artists use electronic instruments drum digital audio Drum machines highly software emulations retro instruments instrumentation techno emphasizes role rhythm musical Techno tracks mainly progress manipulation timbral characteristics synthesizer presets unlike forms EDM tend produced synthesizer techno strictly adhere harmonic practice Western music structures ignored favor timbral manipulation Another distinguishing feature techno music techno aesthetic general embracement creative use music production term refer type electronic music originated Germany early In following UK release compilation The New Dance Sound term came associated form EDM produced Detroit techno resulted melding artists Giorgio Moroder Yellow Magic Orchestra African American styles Added influence futuristic themes relevant life American late capitalist Alvin book The Third Wave notable point The music produced Juan Derrick Kevin Saunderson known The Belleville Eddie Blake James Pennington viewed wave techno success house music number European techno grew popularity Belgium In Europe regional variants quickly evolved early techno subgenres dub techno Music journalists fans techno generally selective use clear distinction related qualitatively different tech house
europop,Europop spelled Euro style pop music originated Europe developed form late Europop topped charts revivals moderate degrees appreciation
acoustic cover,
